1903611764170132, 0.14601135, 7.207367, 7.3343506
1903611769175015, 0.5051422, 7.2600403, 7.841919
1903611774210416, 0.6966858, 7.2097626, 8.069366
1903611779276333, 0.81399536, 7.190613, 8.399765
1903611784342251, 0.8594971, 7.2480774, 8.778061
1903611789408169, 0.8307648, 7.329483, 9.031845
1903611794474087, 0.7876587, 7.341446, 9.24971
1903611799509488, 0.73020935, 7.317505, 9.412521
1903611804575406, 0.6057129, 7.2768097, 9.460403
1903611809641324, 0.44050598, 7.2337036, 9.46759
1903611814707242, 0.27052307, 7.2217407, 9.40773
1903611819773160, 0.18193054, 7.2097626, 9.266464
1903611824839078, 0.12207031, 7.17865, 9.096481
1903611829904996, 0.04307556, 7.135544, 8.871429
1903611834970914, -0.07424927, 7.0972443, 8.557785
1903611840036832, -0.15086365, 7.037384, 8.193863
1903611845102750, -0.1963501, 6.9368286, 7.8515015
1903611850168667, -0.23226929, 6.824295, 7.561798
1903611855234585, -0.22747803, 6.721344, 7.197876
1903611860300503, -0.16282654, 6.6088257, 6.8674774
1903611865366421, -0.12931824, 6.522629, 6.6256714
1903611870432339, -0.16282654, 6.417282, 6.470047
1903611875498257, -0.23226929, 6.187439, 6.3742676
1903611880564175, -0.40464783, 6.03421, 6.5945435
1903611885630093, -0.73265076, 6.170685, 6.960861
1903611890696011, -0.73983765, 6.314331, 7.2313995
1903611895761929, -0.6656189, 6.60643, 7.7772827
1903611900827847, -0.5506897, 6.7189636, 8.248932
1903611905893765, -0.46211243, 6.4460144, 8.351883
1903611910959683, -0.49801636, 6.0581512, 8.375824
1903611916025601, -0.56266785, 5.6870575, 8.402161
1903611921091519, -0.66082764, 5.3997498, 8.505112
1903611926126919, -0.67518616, 5.2129974, 8.581726
1903611931192837, -0.6440735, 5.1100464, 8.653549
1903611936258755, -0.5985718, 5.0502014, 8.67749
1903611941324673, -0.54351807, 5.0502014, 8.730164
1903611946390591, -0.5291443, 5.0238647, 8.708618
1903611951456509, -0.49562073, 5.033432, 8.732559
1903611956522427, -0.4812622, 5.1172333, 8.734955
1903611961588345, -0.53393555, 5.1723022, 8.742142
1903611966654263, -0.5674591, 5.186661, 8.818756
1903611971720181, -0.6153412, 5.2513123, 8.754105
1903611976786099, -0.69195557, 5.3231354, 8.701447
1903611981852017, -0.713501, 5.363846, 8.663132
1903611986917935, -0.6847687, 5.3949585, 8.6822815
1903611991983853, -0.658432, 5.4093323, 8.672714
1903611997049771, -0.579422, 5.4093323, 8.69426
1903612002115689, -0.51478577, 5.356659, 8.684677
1903612007181607, -0.41183472, 5.2513123, 8.67511
1903612012217007, -0.39985657, 5.0980835, 8.627213
1903612017282925, -0.40464783, 4.9783783, 8.550598
1903612022348843, -0.46450806, 4.8299255, 8.50032
1903612027414761, -0.58421326, 4.6838837, 8.495544
1903612032480679, -0.7278595, 4.5761414, 8.505112
1903612037546597, -0.8499756, 4.4923553, 8.605667
1903612042612515, -0.9409485, 4.4181213, 8.804382
1903612047678433, -0.9720764, 4.3918, 9.070145
1903612052744351, -0.98643494, 4.482773, 9.30957
1903612057810269, -0.89785767, 4.559387, 9.441254
1903612062845669, -0.9936218, 4.5833282, 9.443634
1903612067911587, -0.8643341, 4.6072693, 9.374207
1903612072977505, -0.47407532, 4.633606, 9.311966
1903612078012906, -0.23944092, 4.719803, 9.242523
1903612083078824, -0.12931824, 4.863449, 9.089294
1903612088144742, -0.12452698, 4.913727, 8.93367
1903612093210660, -0.1269226, 4.8849945, 8.809174
1903612098307095, -0.15086365, 4.925705, 8.792419
1903612103373013, -0.361557, 5.0597687, 8.8403015
