0, -1.8905401, 0.9181671, 1.0065846, 1830834382817794
1, -0.71663034, 0.42525724, -0.45551565, 1830834382817794
1, -0.71711415, 0.42441958, -0.45567045, 1830834387822677
0, -2.4840446, 1.7686825, 1.2753439, 1830834387822677
0, -2.8110394, 2.3489943, 1.4290347, 1830834392797043
1, -0.717444, 0.42385104, -0.45564297, 1830834392797043
1, -0.7176621, 0.423495, -0.4554168, 1830834397801925
0, -2.9127922, 2.7667637, 1.6331716, 1830834397801925
1, -0.71798664, 0.42296475, -0.45483688, 1830834402806808
0, -3.05517, 3.1681156, 1.7773433, 1830834402806808
0, -2.9967232, 3.3353786, 1.9645166, 1830834407811691
1, -0.71796465, 0.42302155, -0.45424843, 1830834407811691
1, -0.71782786, 0.42323747, -0.45352468, 1830834412816574
0, -2.9228706, 3.3570547, 2.143893, 1830834412816574
0, -2.8705842, 3.249858, 2.1807518, 1830834417790939
1, -0.7175703, 0.4235784, -0.45271525, 1830834417790939
1, -0.7173546, 0.4237684, -0.451717, 1830834422795822
0, -2.8690863, 3.2098265, 2.0894651, 1830834422795822
0, -2.9265985, 3.2721262, 2.0448513, 1830834427800705
1, -0.7168866, 0.42431322, -0.45078993, 1830834427800705
0, -2.933591, 3.3790245, 1.9869461, 1830834432805587
1, -0.7163154, 0.42495126, -0.44984815, 1830834432805587
1, -0.715641, 0.42566112, -0.44890282, 1830834437810470
0, -2.9644115, 3.690713, 1.9655924, 1830834437810470
0, -2.8806133, 4.0395784, 1.9779689, 1830834442815353
1, -0.71498966, 0.42620492, -0.44787708, 1830834442815353
0, -2.71849, 4.3705187, 2.0428967, 1830834447820236
1, -0.7141014, 0.4269968, -0.4469882, 1830834447820236
1, -0.71310335, 0.42779365, -0.44616082, 1830834452825119
0, -2.3803835, 4.7218914, 2.0186865, 1830834452825119
1, -0.7120085, 0.42856115, -0.4454176, 1830834457799484
0, -2.1016726, 5.05748, 2.00571, 1830834457799484
0, -1.741833, 5.382039, 1.8886354, 1830834462804367
1, -0.71100897, 0.42895433, -0.44464007, 1830834462804367
0, -1.3358216, 5.6495275, 2.0120518, 1830834467809250
1, -0.7096162, 0.42977086, -0.44427028, 1830834467809250
0, -1.1835337, 5.7400513, 2.0671895, 1830834472814132
1, -0.70809305, 0.43057436, -0.44412798, 1830834472814132
0, -1.3044131, 5.8161535, 2.032718, 1830834477819015
1, -0.70643, 0.4313939, -0.44423154, 1830834477819015
0, -1.4951077, 5.9158916, 2.1290207, 1830834482793380
1, -0.7047465, 0.43204153, -0.44449404, 1830834482793380
0, -1.7691548, 6.0494013, 2.237941, 1830834487798263
1, -0.702793, 0.43287364, -0.4450892, 1830834487798263
0, -2.1455538, 6.180854, 2.3855486, 1830834492803146
1, -0.7006544, 0.43373287, -0.44594723, 1830834492803146
0, -2.5398345, 6.2865763, 2.4736352, 1830834497808029
1, -0.6983094, 0.43464434, -0.4470574, 1830834497808029
1, -0.6959125, 0.435349, -0.44826752, 1830834502812912
0, -2.929794, 6.2879276, 2.4518368, 1830834502812912
1, -0.69311786, 0.4363857, -0.44983932, 1830834507817794
0, -3.3437634, 6.1923704, 2.2769394, 1830834507817794
1, -0.69008064, 0.43751645, -0.45159566, 1830834512822677
0, -3.9050786, 5.952359, 2.0402808, 1830834512822677
1, -0.6868282, 0.4387526, -0.45343187, 1830834517827560
0, -4.3415384, 5.649496, 1.7548654, 1830834517827560
1, -0.6834923, 0.43994555, -0.4551839, 1830834522832443
0, -4.5012593, 5.2646885, 1.4361863, 1830834522832443
1, -0.68002725, 0.44125494, -0.45685896, 1830834527837326
0, -4.4940605, 4.785592, 1.1384714, 1830834527837326
1, -0.676619, 0.44253543, -0.45828596, 1830834532811691
0, -4.178796, 4.2736692, 0.7947347, 1830834532811691
1, -0.67332375, 0.44375083, -0.45941964, 1830834537816574
0, -3.6467168, 3.757368, 0.4775846, 1830834537816574
0, -2.9637706, 3.3313704, 0.24141097, 1830834542821457
1, -0.67036, 0.44467762, -0.46011856, 1830834542821457
1, -0.66750884, 0.44570732, -0.4606141, 1830834547826339
0, -2.0832665, 3.1529055, 0.053512335, 1830834547826339
0, -1.1501601, 3.0898304, -0.031205893, 1830834552831222
1, -0.6648974, 0.4466453, -0.46085823, 1830834552831222
1, -0.6624933, 0.44749025, -0.46095607, 1830834557836105
0, -0.24020505, 3.2638578, 0.08914542, 1830834557836105
1, -0.66025805, 0.44821385, -0.46103233, 1830834562810470
0, 0.6304977, 3.5909681, 0.45849133, 1830834562810470
0, 1.2863932, 3.8178215, 0.75676346, 1830834567815353
1, -0.6582047, 0.4487029, -0.46112022, 1830834567815353
0, 1.6500676, 4.035281, 0.68960214, 1830834572820236
1, -0.6560234, 0.4494207, -0.46152586, 1830834572820236
1, -0.653835, 0.4501843, -0.46215457, 1830834577825119
0, 1.8555031, 4.291152, 0.72137594, 1830834577825119
1, -0.651614, 0.45100403, -0.46309188, 1830834582830002
0, 1.9253287, 4.5110703, 0.9043009, 1830834582830002
0, 1.6995978, 4.78372, 1.0538008, 1830834587834884
1, -0.6495133, 0.45164812, -0.46418816, 1830834587834884
1, -0.64724064, 0.45254806, -0.46566108, 1830834592839767
0, 1.3515606, 4.9848785, 1.2347379, 1830834592839767
1, -0.64498115, 0.45343304, -0.46732947, 1830834597844650
0, 0.8888855, 5.274948, 1.4996638, 1830834597844650
1, -0.6427317, 0.45429686, -0.46918562, 1830834602849533
0, 0.5560527, 5.6970854, 1.822032, 1830834602849533
1, -0.64072436, 0.45477483, -0.47104916, 1830834607854416
0, 0.19701242, 6.064659, 2.119833, 1830834607854416
1, -0.6384579, 0.45553824, -0.47331098, 1830834612859298
0, -0.60126424, 6.3230915, 2.2847068, 1830834612859298
1, -0.63612986, 0.45632035, -0.47569668, 1830834617833664
0, -1.4008889, 6.456334, 2.142181, 1830834617833664
1, -0.63366395, 0.45716888, -0.4782034, 1830834622838546
0, -2.0038967, 6.5322294, 1.7870879, 1830834622838546
1, -0.6312215, 0.45789093, -0.48064703, 1830834627843429
0, -2.3184667, 6.6705904, 1.3540688, 1830834627843429
1, -0.6285197, 0.45890212, -0.48326036, 1830834632848312
0, -2.3826473, 6.775691, 0.8795426, 1830834632848312
1, -0.6257547, 0.45997712, -0.48584697, 1830834637822677
0, -2.3780668, 6.6586018, 0.23989034, 1830834637822677
1, -0.6229537, 0.4610134, -0.48837483, 1830834642827560
0, -2.3644772, 5.7363644, -0.35032535, 1830834642827560
1, -0.62024426, 0.46191478, -0.49077508, 1830834647832443
0, -1.9912138, 4.1385174, -0.74121284, 1830834647832443
0, -2.091474, 2.1560411, -1.7203056, 1830834652837326
1, -0.6176803, 0.46289343, -0.49307278, 1830834652837326
0, -3.0534387, -0.56193924, -3.1999383, 1830834657811691
1, -0.61538625, 0.46386686, -0.4950499, 1830834657811691
0, -3.612249, -3.1527653, -5.011808, 1830834662816574
1, -0.6134057, 0.4648228, -0.49652326, 1830834662816574
0, -4.0469284, -5.5292377, -9.550728, 1830834667821457
1, -0.61208165, 0.4659638, -0.49706918, 1830834667821457
0, -4.3804007, -8.649496, -15.438561, 1830834672826339
1, -0.6114141, 0.46859005, -0.49646896, 1830834672826339
0, -3.1367416, -11.381422, -11.744939, 1830834677831222
1, -0.61231285, 0.4714254, -0.4940211, 1830834677831222
0, -1.3305542, -11.304741, -0.062511444, 1830834682836105
1, -0.61428356, 0.47323358, -0.4906344, 1830834682836105
